year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,7,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",713.00,114.00,20.47,1.26,37.78,0.00,54.50,2.00,0.00,5466.00,1032.00,62.00,1148.00,0.00,3224.00
2022,7,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",168.00,32.00,21.83,1.87,5.10,0.00,3.21,0.00,0.00,2017.00,1426.00,226.00,235.00,0.00,130.00
2022,7,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",773.00,111.00,66.36,2.82,15.69,0.00,26.13,9.00,3.00,9621.00,7367.00,139.00,542.00,0.00,1573.00
2022,7,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",164.00,33.00,15.80,0.00,10.87,0.00,6.33,2.00,0.00,1550.00,775.00,0.00,434.00,0.00,341.00
2022,7,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",99.00,36.00,8.44,0.76,10.47,0.05,16.29,2.00,0.00,1868.00,669.00,23.00,306.00,1.00,869.00
2022,7,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",62.00,23.00,19.23,0.00,0.00,0.58,3.19,0.00,1.00,624.00,536.00,0.00,0.00,10.00,78.00
2022,7,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",217.00,70.00,22.64,1.34,32.25,0.00,13.77,0.00,0.00,4008.00,935.00,91.00,1614.00,0.00,1368.00
2022,7,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",1017.00,223.00,101.00,5.00,1.00,0.00,116.00,3.00,1.00,11117.00,4349.00,179.00,109.00,0.00,6480.00
2022,7,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",76.00,13.00,4.14,0.90,3.73,0.00,4.23,1.00,0.00,607.00,223.00,25.00,124.00,0.00,235.00
2022,7,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",883.00,158.00,64.45,6.45,22.89,0.00,64.21,10.00,2.00,11282.00,4297.00,499.00,962.00,0.00,5524.00
2022,7,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",3424.00,891.00,299.56,7.21,81.31,1.00,501.92,55.00,0.00,47498.00,15126.00,924.00,2913.00,27.00,28508.00
2022,6,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",843.00,159.00,63.13,3.77,31.16,0.00,60.95,15.00,2.00,10550.00,3597.00,598.00,1425.00,0.00,4930.00
2022,6,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",3242.00,842.00,292.87,1.89,133.18,4.14,409.92,26.00,6.00,36207.00,13056.00,112.00,3814.00,118.00,19107.00
2022,6,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",681.00,226.00,93.08,6.61,48.22,0.20,77.89,36.00,0.00,13802.00,5591.00,578.00,1710.00,14.00,5909.00
2022,6,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",705.00,175.00,39.61,3.05,61.44,1.00,69.91,5.00,2.00,8986.00,2053.00,202.00,2131.00,24.00,4576.00
2022,6,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",149.00,38.00,18.97,2.58,15.94,0.34,0.16,4.00,0.00,1901.00,832.00,295.00,741.00,23.00,10.00
2022,6,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",702.00,145.00,82.16,4.78,32.45,0.00,25.61,26.00,0.00,9090.00,6054.00,305.00,964.00,0.00,1767.00
2022,6,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",160.00,34.00,9.00,1.00,20.00,0.00,3.99,2.00,0.00,1371.00,417.00,27.00,707.00,0.00,220.00
2022,6,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",94.00,39.00,7.14,1.00,14.07,0.17,16.63,4.00,1.00,2237.00,724.00,129.00,566.00,4.00,814.00
2022,6,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",60.00,27.00,20.16,0.00,0.00,0.79,6.05,0.00,0.00,937.00,687.00,0.00,0.00,30.00,220.00
2022,6,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",203.00,54.00,20.74,0.50,21.44,0.00,11.31,2.00,0.00,2729.00,933.00,8.00,1351.00,0.00,437.00
2022,6,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",978.00,246.00,79.00,5.00,2.00,0.00,160.00,1.00,2.00,12450.00,3743.00,265.00,65.00,0.00,8377.00
2022,6,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",101.00,31.00,10.38,0.00,8.12,0.00,12.50,0.00,0.00,1223.00,584.00,0.00,189.00,0.00,450.00
2022,5,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",585.00,132.00,56.61,5.16,19.75,0.00,50.49,6.00,0.00,7760.00,3055.00,309.00,787.00,0.00,3609.00
2022,5,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",733.00,128.00,39.50,1.16,37.99,0.00,49.34,17.00,0.00,5433.00,1825.00,159.00,1166.00,0.00,2283.00
2022,5,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",151.00,21.00,12.06,1.88,3.71,1.56,1.80,2.00,1.00,1051.00,534.00,107.00,196.00,39.00,175.00
2022,5,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",691.00,110.00,62.98,1.78,16.94,0.00,28.30,20.00,1.00,5840.00,3427.00,75.00,665.00,0.00,1673.00
2022,5,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",160.00,46.00,17.16,1.56,12.78,0.00,14.49,1.00,0.00,2318.00,879.00,45.00,496.00,0.00,898.00
2022,5,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",48.00,18.00,5.43,0.89,7.46,0.00,4.22,0.00,0.00,1068.00,487.00,47.00,256.00,0.00,278.00
2022,5,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",62.00,12.00,10.19,0.00,0.00,0.00,1.81,0.00,0.00,447.00,406.00,0.00,0.00,0.00,41.00
2022,5,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",132.00,33.00,10.09,0.00,13.07,0.00,9.84,3.00,0.00,1230.00,441.00,0.00,352.00,0.00,437.00
2022,5,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",1010.00,172.00,52.00,7.00,2.00,0.00,111.00,1.00,0.00,9043.00,2409.00,366.00,178.00,0.00,6090.00
2022,5,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",59.00,8.00,4.74,0.00,1.39,0.00,1.88,0.00,0.00,416.00,349.00,0.00,32.00,0.00,35.00
2022,5,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",783.00,141.00,45.05,2.25,28.79,0.00,64.91,12.00,1.00,9168.00,2517.00,145.00,1209.00,0.00,5297.00
2022,5,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2705.00,499.00,206.79,1.22,44.93,6.29,239.76,7.00,5.00,21437.00,8697.00,38.00,1189.00,161.00,11352.00
2022,4,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",533.00,115.00,39.63,5.13,27.72,0.91,41.61,8.00,0.00,6945.00,2252.00,311.00,931.00,49.00,3402.00
2022,4,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",709.00,153.00,44.90,2.54,41.00,0.32,64.23,37.00,3.00,8360.00,2746.00,317.00,1525.00,18.00,3754.00
2022,4,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",176.00,55.00,26.13,1.44,18.70,0.52,8.21,5.00,1.00,2782.00,1564.00,83.00,626.00,18.00,491.00
2022,4,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",617.00,107.00,52.27,2.45,35.23,0.00,17.06,3.00,0.00,7792.00,4642.00,155.00,1477.00,0.00,1518.00
2022,4,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",147.00,29.00,14.38,0.00,10.87,0.00,3.75,2.00,0.00,1454.00,744.00,0.00,418.00,0.00,292.00
2022,4,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",22.00,5.00,1.13,0.00,1.59,0.19,2.09,0.00,0.00,245.00,54.00,0.00,45.00,3.00,143.00
2022,4,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",60.00,13.00,11.78,0.00,0.00,0.00,1.22,0.00,0.00,607.00,532.00,0.00,0.00,0.00,75.00
2022,4,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",111.00,31.00,9.45,0.00,10.01,0.11,11.43,7.00,0.00,1577.00,635.00,0.00,374.00,6.00,562.00
2022,4,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",957.00,120.00,39.00,8.00,2.00,0.00,71.00,1.00,0.00,8652.00,2342.00,739.00,198.00,0.00,5373.00
2022,4,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",48.00,8.00,2.93,0.00,3.07,0.00,2.00,1.00,0.00,315.00,83.00,0.00,106.00,0.00,126.00
2022,4,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",700.00,133.00,48.72,3.34,34.49,0.00,46.45,2.00,1.00,7102.00,2227.00,267.00,1076.00,0.00,3532.00
2022,4,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2575.00,624.00,237.14,0.10,53.91,7.97,324.88,17.00,0.00,29189.00,10668.00,8.00,1635.00,175.00,16703.00
2022,3,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",631.00,107.00,40.73,3.12,26.10,0.00,37.06,3.00,1.00,5916.00,2044.00,359.00,871.00,0.00,2642.00
2022,3,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",623.00,128.00,30.00,1.39,52.10,1.72,42.79,6.00,3.00,6960.00,2004.00,69.00,1748.00,115.00,3024.00
2022,3,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",138.00,20.00,8.20,0.00,6.61,0.94,4.24,2.00,0.00,943.00,513.00,0.00,211.00,17.00,202.00
2022,3,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",626.00,66.00,34.39,4.43,13.70,0.00,13.47,2.00,1.00,5583.00,4280.00,188.00,418.00,0.00,697.00
2022,3,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",154.00,34.00,14.13,0.46,10.08,0.00,9.33,2.00,1.00,1997.00,822.00,49.00,320.00,0.00,806.00
2022,3,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",16.00,5.00,1.20,0.81,2.34,0.00,0.65,1.00,0.00,123.00,43.00,13.00,54.00,0.00,13.00
2022,3,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",62.00,9.00,8.14,0.00,0.55,0.00,0.31,0.00,0.00,285.00,249.00,0.00,23.00,0.00,13.00
2022,3,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",101.00,16.00,4.05,0.11,7.94,0.00,3.90,0.00,0.00,765.00,197.00,17.00,383.00,0.00,168.00
2022,3,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",862.00,131.00,50.00,8.00,0.00,0.00,73.00,4.00,1.00,8798.00,2989.00,452.00,0.00,0.00,5357.00
2022,3,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",75.00,9.00,5.59,0.00,2.50,0.00,0.91,0.00,0.00,292.00,183.00,0.00,45.00,0.00,64.00
2022,3,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",722.00,92.00,33.50,4.17,17.49,0.00,36.84,0.00,1.00,5322.00,1516.00,462.00,802.00,0.00,2542.00
2022,3,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2276.00,519.00,226.62,4.21,51.10,2.18,234.89,14.00,2.00,25646.00,10420.00,155.00,1579.00,52.00,13440.00
2022,2,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",557.00,107.00,43.88,6.21,36.16,0.00,20.76,40.00,1.00,8004.00,3290.00,1161.00,1414.00,0.00,2139.00
2022,2,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",476.00,79.00,25.73,0.53,31.88,0.29,20.58,5.00,0.00,3315.00,1010.00,72.00,970.00,6.00,1257.00
2022,2,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",124.00,25.00,14.04,0.00,8.15,0.00,2.82,6.00,4.00,1431.00,916.00,0.00,344.00,0.00,171.00
2022,2,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",520.00,55.00,35.29,0.00,11.81,0.00,7.91,1.00,0.00,5436.00,4424.00,0.00,705.00,0.00,307.00
2022,2,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",145.00,20.00,7.40,1.78,4.57,0.00,6.25,1.00,0.00,1878.00,711.00,630.00,156.00,0.00,381.00
2022,2,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",8.00,3.00,0.00,0.00,2.06,0.00,0.94,0.00,0.00,71.00,0.00,0.00,54.00,0.00,17.00
2022,2,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",56.00,6.00,5.24,0.00,0.00,0.00,0.76,0.00,0.00,238.00,149.00,0.00,0.00,0.00,89.00
2022,2,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",75.00,11.00,6.95,0.00,2.02,0.00,2.03,2.00,0.00,798.00,602.00,0.00,99.00,0.00,97.00
2022,2,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",781.00,67.00,34.00,2.00,1.00,0.00,30.00,5.00,1.00,3620.00,2311.00,50.00,28.00,0.00,1231.00
2022,2,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",78.00,13.00,4.34,2.00,4.66,0.00,2.00,0.00,0.00,540.00,269.00,63.00,117.00,0.00,91.00
2022,2,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",609.00,78.00,27.68,2.33,19.61,0.00,28.38,1.00,3.00,4940.00,1538.00,169.00,691.00,0.00,2542.00
2022,2,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",1920.00,272.00,133.84,2.13,21.59,0.94,113.49,24.00,3.00,12276.00,5525.00,146.00,763.00,17.00,5825.00
2022,1,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",617.00,49.00,25.47,1.57,10.59,0.00,11.36,14.00,1.00,2721.00,1573.00,107.00,396.00,0.00,645.00
2022,1,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",488.00,88.00,31.42,0.17,29.73,0.10,26.57,31.00,0.00,4452.00,1774.00,18.00,810.00,5.00,1845.00
2022,1,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",118.00,12.00,5.71,0.10,4.94,0.24,1.01,10.00,0.00,675.00,404.00,9.00,170.00,12.00,80.00
2022,1,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",578.00,51.00,36.02,2.12,7.02,1.00,4.84,12.00,1.00,3578.00,1933.00,255.00,1037.00,32.00,321.00
2022,1,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",149.00,22.00,14.13,1.28,3.32,0.00,3.28,2.00,1.00,1077.00,692.00,43.00,131.00,0.00,211.00
2022,1,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",62.00,19.00,14.10,0.91,0.00,1.00,2.99,0.00,0.00,728.00,423.00,32.00,0.00,21.00,252.00
2022,1,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",62.00,11.00,1.92,0.00,3.49,0.00,5.59,2.00,0.00,405.00,44.00,0.00,84.00,0.00,277.00
2022,1,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",876.00,120.00,54.00,1.00,1.00,0.00,64.00,44.00,0.00,7803.00,2921.00,75.00,19.00,0.00,4788.00
2022,1,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",81.00,8.00,5.30,0.00,2.10,0.00,0.60,8.00,1.00,1104.00,1027.00,0.00,62.00,0.00,15.00
2022,1,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",626.00,93.00,53.08,5.66,9.58,0.00,24.69,29.00,1.00,5889.00,3460.00,496.00,450.00,0.00,1483.00
2022,1,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",1960.00,275.00,136.79,2.85,11.42,1.50,122.45,64.00,1.00,15780.00,7836.00,205.00,408.00,32.00,7299.00
2021,12,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",648.00,113.00,48.77,0.49,36.82,0.49,26.44,0.00,1.00,4632.00,2105.00,18.00,1129.00,14.00,1366.00
2021,12,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",581.00,173.00,46.37,7.08,65.83,0.00,53.72,21.00,3.00,10809.00,2943.00,1296.00,2954.00,0.00,3616.00
2021,12,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",143.00,55.00,21.31,0.00,28.47,0.49,4.73,3.00,3.00,3151.00,1510.00,0.00,1101.00,29.00,511.00
2021,12,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",606.00,159.00,63.12,10.60,67.40,0.00,17.89,24.00,4.00,11644.00,5459.00,1892.00,2678.00,0.00,1615.00
2021,12,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",155.00,35.00,15.05,0.64,12.07,0.00,7.24,2.00,0.00,1901.00,641.00,63.00,556.00,0.00,641.00
2021,12,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",62.00,13.00,8.68,0.70,0.00,0.00,3.63,0.00,0.00,564.00,397.00,16.00,0.00,0.00,151.00
2021,12,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",56.00,19.00,6.91,0.00,4.31,0.00,7.78,3.00,0.00,930.00,302.00,0.00,170.00,0.00,458.00
2021,12,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",611.00,157.00,76.00,10.00,2.00,0.00,69.00,11.00,1.00,12108.00,4419.00,975.00,79.00,0.00,6635.00
2021,12,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",215.00,40.00,13.43,2.17,8.16,0.00,16.24,5.00,0.00,1841.00,774.00,66.00,225.00,0.00,776.00
2021,12,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",708.00,184.00,74.96,1.75,47.94,0.00,59.35,13.00,6.00,10513.00,4227.00,147.00,1775.00,0.00,4364.00
2021,12,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",1922.00,630.00,269.77,1.48,67.56,1.11,290.07,26.00,4.00,30391.00,11803.00,116.00,2421.00,31.00,16020.00
2021,11,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",659.00,88.00,42.25,1.00,7.30,3.12,34.32,10.00,8.00,7838.00,3336.00,505.00,258.00,131.00,3608.00
2021,11,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",590.00,99.00,31.59,0.00,30.39,0.00,37.02,19.00,9.00,3767.00,1278.00,0.00,738.00,0.00,1751.00
2021,11,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",115.00,12.00,8.33,0.00,1.95,0.44,1.29,0.00,1.00,751.00,515.00,0.00,49.00,76.00,111.00
2021,11,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",581.00,53.00,28.54,1.03,15.59,2.00,5.85,0.00,4.00,2535.00,1211.00,454.00,510.00,146.00,214.00
2021,11,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",152.00,15.00,4.27,3.98,3.83,0.00,2.93,0.00,0.00,3184.00,304.00,2531.00,128.00,0.00,221.00
2021,11,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",60.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,2.00,212.00,212.00,0.00,0.00,0.00,0.00
2021,11,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",64.00,9.00,3.64,0.00,1.05,0.00,4.31,1.00,0.00,372.00,138.00,0.00,32.00,0.00,202.00
2021,11,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",699.00,105.00,38.00,6.00,2.00,0.00,59.00,16.00,2.00,8015.00,2246.00,790.00,582.00,0.00,4397.00
2021,11,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",153.00,15.00,4.36,0.35,7.62,0.00,2.67,4.00,2.00,791.00,324.00,9.00,274.00,0.00,184.00
2021,11,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",713.00,73.00,36.63,1.00,13.20,0.00,22.17,3.00,7.00,3986.00,1254.00,807.00,347.00,0.00,1578.00
2021,11,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",1980.00,373.00,160.51,3.89,30.29,3.77,174.54,24.00,16.00,16683.00,6662.00,184.00,836.00,159.00,8842.00
2021,10,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",158.00,16.00,4.90,0.00,8.00,0.00,3.11,1.00,0.00,537.00,176.00,0.00,241.00,0.00,120.00
2021,10,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",734.00,98.00,36.79,4.56,29.32,0.00,27.33,1.00,0.00,5584.00,1560.00,353.00,1060.00,0.00,2611.00
2021,10,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2234.00,681.00,291.07,1.98,52.31,1.79,333.86,48.00,3.00,33913.00,13457.00,125.00,2254.00,85.00,17992.00
2021,10,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",717.00,136.00,62.24,3.16,33.49,0.00,37.10,29.00,5.00,7595.00,3616.00,215.00,1299.00,0.00,2465.00
2021,10,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",592.00,96.00,30.89,0.19,42.48,0.00,22.44,4.00,1.00,3374.00,1170.00,11.00,1284.00,0.00,909.00
2021,10,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",170.00,21.00,12.56,0.65,6.24,0.64,0.91,0.00,0.00,995.00,679.00,13.00,209.00,25.00,69.00
2021,10,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",643.00,94.00,54.21,1.32,24.35,0.00,14.12,0.00,4.00,6230.00,4615.00,49.00,758.00,0.00,808.00
2021,10,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",177.00,27.00,12.63,0.15,8.07,0.00,6.15,0.00,0.00,1380.00,633.00,9.00,308.00,0.00,430.00
2021,10,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",10.00,4.00,2.25,0.00,0.27,0.00,1.48,0.00,0.00,303.00,183.00,0.00,10.00,0.00,110.00
2021,10,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",63.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,219.00,219.00,0.00,0.00,0.00,0.00
2021,10,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",76.00,10.00,1.28,0.00,5.69,0.00,3.03,1.00,1.00,898.00,135.00,0.00,506.00,0.00,257.00
2021,10,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",823.00,129.00,57.00,6.00,4.00,1.00,61.00,38.00,0.00,10700.00,5993.00,1110.00,180.00,22.00,3395.00
2021,9,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",662.00,79.00,38.04,4.85,20.09,0.00,16.02,3.00,1.00,3983.00,1869.00,274.00,641.00,0.00,1199.00
2021,9,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",589.00,75.00,29.77,2.85,19.92,0.00,22.46,2.00,0.00,4604.00,2141.00,419.00,689.00,0.00,1355.00
2021,9,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",169.00,17.00,7.70,0.00,3.05,0.15,6.09,2.00,0.00,1357.00,528.00,0.00,156.00,4.00,669.00
2021,9,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",623.00,46.00,27.79,0.00,11.11,0.00,7.10,0.00,0.00,2269.00,1618.00,0.00,368.00,0.00,283.00
2021,9,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",169.00,21.00,10.82,1.00,6.99,0.00,2.20,2.00,1.00,1846.00,1150.00,37.00,501.00,0.00,158.00
2021,9,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",9.00,3.00,2.00,0.00,0.86,0.00,0.14,0.00,0.00,257.00,236.00,0.00,18.00,0.00,3.00
2021,9,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",60.00,15.00,13.00,0.00,0.00,0.00,2.00,0.00,0.00,573.00,458.00,0.00,0.00,0.00,115.00
2021,9,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",93.00,20.00,6.13,0.36,12.53,0.43,0.56,0.00,0.00,755.00,231.00,9.00,471.00,30.00,14.00
2021,9,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",710.00,66.00,27.00,4.00,1.00,0.00,34.00,3.00,0.00,3055.00,898.00,100.00,27.00,0.00,2030.00
2021,9,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",319.00,36.00,6.29,1.80,7.42,0.00,20.50,0.00,2.00,1819.00,545.00,78.00,233.00,0.00,963.00
2021,9,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",711.00,67.00,26.88,4.82,15.49,0.00,19.80,3.00,3.00,3195.00,1333.00,459.00,378.00,0.00,1025.00
2021,9,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2160.00,343.00,146.02,1.27,34.01,0.00,161.71,12.00,3.00,16867.00,7280.00,41.00,1144.00,0.00,8402.00
2021,8,AA,American Airlines Network,SAN,"San Diego, CA: San Diego International",740.00,172.00,80.83,14.04,27.22,1.63,48.29,47.00,3.00,12323.00,5165.00,1328.00,1226.00,32.00,4572.00
2021,8,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",632.00,97.00,41.05,0.99,23.94,0.19,30.83,2.00,0.00,4830.00,2385.00,36.00,766.00,7.00,1636.00
2021,8,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",182.00,21.00,15.46,0.77,2.21,0.00,2.56,0.00,0.00,926.00,626.00,93.00,112.00,0.00,95.00
2021,8,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",647.00,82.00,50.81,3.14,13.23,0.00,14.83,0.00,0.00,4490.00,3345.00,86.00,443.00,0.00,616.00
2021,8,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",145.00,34.00,16.66,0.93,6.32,0.00,10.09,2.00,0.00,2070.00,1060.00,57.00,204.00,0.00,749.00
2021,8,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",70.00,12.00,3.10,0.95,3.11,0.00,4.84,2.00,0.00,524.00,84.00,61.00,74.00,0.00,305.00
2021,8,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",64.00,12.00,8.62,0.00,0.00,0.56,2.82,0.00,0.00,432.00,268.00,0.00,0.00,14.00,150.00
2021,8,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",97.00,11.00,3.15,1.23,6.63,0.00,0.00,14.00,0.00,820.00,404.00,150.00,266.00,0.00,0.00
2021,8,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",690.00,98.00,46.00,9.00,0.00,1.00,42.00,5.00,0.00,4997.00,1982.00,248.00,0.00,33.00,2734.00
2021,8,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",432.00,75.00,26.76,1.89,12.77,0.00,33.59,9.00,0.00,3389.00,1454.00,148.00,385.00,0.00,1402.00
2021,8,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",721.00,161.00,53.34,14.90,43.37,0.00,49.39,3.00,0.00,10779.00,3362.00,2053.00,1642.00,0.00,3722.00
2021,8,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2125.00,598.00,255.55,7.19,35.91,1.82,297.53,27.00,1.00,28315.00,11650.00,643.00,1137.00,58.00,14827.00
